;rsv;r;r_base;r_diff;s;s_base;s_diff
count;50,0;50,0;50,0;50,0;50,0;50,0;50,0
mean;0,9893889223137226;-23,336069651741287;-34,349742;10,042926079601989;531,0082089552238;527,7061560000001;-3,302052955223878
std;0,059976702822124035;17,97652025895038;13,951547894695983;23,36050857274522;141,93092994324928;143,08102553509016;14,434366305457594
min;0,8538175542082101;-53,77363184079602;-77,1467;-31,81768457711443;396,6567164179105;414,2125;-41,023878606965184
25%;0,9532605114913246;-39,29042288557215;-35,8235;-10,251187064676614;453,0534825870647;448,607;-12,056337313432877
50%;0,9877380224949581;-21,845771144278608;-33,7004;9,25537288557214;487,5087064676617;485,4662;-3,1559492537313645
75%;1,0248767908811545;-6,989427860696518;-28,1504;26,068053109452737;523,1716417910447;521,4159;6,844794154228879
max;1,130230071085897;10,35323383084577;-21,5654;75,16162537313433;887,2462686567164;866,9239;24,781571641791004
