;rsv;r;r_base;r_diff;s;s_base;s_diff
count;50,0;50,0;50,0;50,0;50,0;50,0;50,0
mean;0,9848857415644268;12,3863184079602;-24,451552000000003;10,045432597014925;371,95343283582093;369,10406599999993;-2,8493668358209003
std;0,036416864904500565;14,137972067804156;12,997174070499844;17,058035798210675;142,27165324964153;142,24768959882445;7,786842905870313
min;0,8928611204030354;-13,855721393034823;-77,1467;-27,141674129353238;154,64676616915423;156,9521;-18,27608457711437
25%;0,960707723210396;4,29042288557214;-35,665875;0,24957748756218875;239,56902985074626;236,6876;-8,8115251243781
50%;0,9864554930142918;11,084577114427859;-19,2327;8,457018905472637;429,363184079602;426,9003;-3,01294427860698
75%;1,014943671410098;18,08893034825871;-17,6439;17,769626990049748;480,47512437810946;480,068625;2,976290422885583
max;1,0549358424326865;62,96517412935324;-10,2889;69,52232189054726;582,6417910447761;573,2715;16,26393482587065
