;rsv;r;r_base;r_diff;s;s_base;s_diff
count;100,0;100,0;100,0;100,0;100,0;100,0;100,0
mean;0,975946461125426;-4,4434;-4,861453;0,11435299999999991;213,62830999999997;218,91026899999997;5,281958999999997
std;0,0277291931996023;3,2323918802763947;2,5900506698157724;2,9205643013766633;8,466079771408879;5,654656676280631;5,539353079868943
min;0,9141120097296205;-11,868;-10,9857;-6,888000000000001;200,6205;214,6848;-9,502600000000001
25%;0,9562491144236134;-6,863125;-5,2202;-1,6061250000000002;207,895875;216,356;1,7272000000000034
50%;0,9743526212860809;-4,1552500000000006;-4,8012;0,32604999999999995;212,6485;216,8197;5,003749999999997
75%;0,9916663520909003;-2,424;-2,441;2,2041500000000003;217,51524999999998;217,3142;8,908724999999983
max;1,0371690629826915;5,222;-2,377;7,3412;235,3135;233,4439;16,143200000000007
