;rsv;r;r_base;r_diff;s;s_base;s_diff
count;50,0;50,0;50,0;50,0;50,0;50,0;50,0
mean;0,9949456645994931;-3,9443781094527366;-5,06329;0,9314492039800996;1014,8085074626865;1018,264262;3,455754537313404
std;0,01924272288486311;3,3638204324914973;1,0849814749194417;3,595225532207135;453,05963765020977;453,8501780438629;12,695035762035069
min;0,9502830203505156;-12,485074626865671;-7,3862;-8,21427462686567;443,0696517412935;456,7002;-21,53309850746268
25%;0,9853598894477072;-6,125;-5,4032;-1,688354353233831;492,6187810945274;484,9072;-5,990214552238797
50%;0,9958879357735426;-3,288557213930348;-4,9368;1,7404582089552236;1162,563432835821;1183,3251;4,323807462686517
75%;1,0039404163666041;-1,5988805970149254;-4,2708;3,7801583333333335;1315,8103233830848;1322,6434;10,611313930348274
max;1,0477726575772637;1,544776119402985;-3,395;5,863811940298508;1714,5771144278608;1715,6086;33,123234328358194
