;rsv;r;r_base;r_diff;s;s_base;s_diff
count;50,0;50,0;50,0;50,0;50,0;50,0;50,0
mean;0,9827831565105538;-0,3117910447761194;-4,944486;1,6204561492537317;229,01208955223882;231,72996600000002;2,7178764477611903
std;0,03500534006393628;4,079165857400876;0,32468890480279844;2,339061230029978;73,65926640235297;75,47458523490855;6,432294013712618
min;0,9049825729418288;-8,666666666666666;-5,441;-4,235965174129353;146,24875621890547;159,5108;-15,41970796019902
25%;0,9639714287189315;-2,6573383084577116;-5,2235;0,4370141791044772;162,98694029850748;161,3987;-1,480533457711445
50%;0,9832915018236594;-0,05099502487562188;-5,0311;2,1469293532338307;181,99875621890547;175,7106;1,9788592039800932
75%;1,0022010573030942;2,799129353233831;-4,641450000000001;3,3608386815920404;297,4944029850746;298,3354;7,470168656716453
max;1,0918216945972663;7,987562189054726;-4,371;4,878810945273632;367,2587064676617;368,8534;16,970132338308474
