;rsv;r;r_base;r_diff;s;s_base;s_diff
count;50,0;50,0;50,0;50,0;50,0;50,0;50,0
mean;0,9942144604554187;-2,726069651741293;-5,366446;1,2952022189054724;969,0027363184081;974,1692180000001;5,1664816815920265
std;0,025155743980266154;4,265880711590194;1,2925377468470658;3,1300061065149083;469,66257558559573;473,3803652614485;14,87046687593975
min;0,9400306722722824;-12,378109452736318;-7,3862;-6,428383084577115;439,4402985074626;456,7002;-29,088202985074588
25%;0,9844254163988346;-5,708333333333333;-6,0777;-0,225681094527363;487,3694029850746;484,9072;-6,229300746268635
50%;0,9919384754661157;-2,3644278606965177;-5,3874;1,3834164179104476;958,2885572139304;975,7862;5,662169900497531
75%;1,0025068615941501;0,08830845771144273;-4,342700000000001;3,647189800995025;1308,4402985074626;1301,7501;14,681942537313432
max;1,0655744434772307;4,848258706467662;-3,395;7,361324378109452;1725,9004975124378;1715,6086;34,49722736318404
