;rsv;r;r_base;r_diff;s;s_base;s_diff
count;50,0;50,0;50,0;50,0;50,0;50,0;50,0
mean;0,9828671275736484;-1,915870646766169;-5,632672000000001;2,293816278606965;549,1438308457712;554,0762060000001;4,932375154228843
std;0,030399581829864315;4,050013540381201;1,541612393916691;3,3918411340526426;368,28780145177063;370,7293101258;10,819123453701431
min;0,8924844775085224;-15,95273631840796;-10,2891;-10,54953631840796;147,0174129353234;159,5108;-32,35399402985081
25%;0,9725667712386867;-4,731965174129353;-6,002;0,17918022388059682;313,68221393034827;312,872275;-1,6210789800995329
50%;0,9822308621739246;-1,449004975124378;-5,1893;2,844441542288557;505,68905472636817;484,9072;5,975736318407925
75%;0,9963900341927968;1,2450248756218907;-4,70955;4,068809825870646;583,3837064676617;592,8743;10,834137562189056
max;1,087502794858642;5,08955223880597;-3,395;10,249299004975123;1689,1542288557214;1715,6086;31,254880597014903
