;rsv;r;r_base;r_diff;s;s_base;s_diff
count;100,0;100,0;100,0;100,0;100,0;100,0;100,0
mean;0,9691455366627801;-11,066675;-17,531914999999998;6,19869;220,13623500000003;221,36539399999998;1,229158999999999
std;0,027452302395973793;7,310441306641723;5,72822100794246;5,966219145338362;7,015981126971135;6,273172515760177;4,566203478369944
min;0,912743319672321;-27,234;-27,8804;-9,7543;204,886;215,0214;-11,82050000000001
25%;0,9515791597151781;-15,829625;-19,812;1,7187749999999977;215,76675;216,5239;-1,8858000000000033
50%;0,9682663767153521;-11,225999999999999;-15,1737;6,441700000000002;218,7655;218,7655;0,8341999999999956
75%;0,9874459340919037;-4,8492500000000005;-14,3635;9,72965;223,866125;223,5678;4,316224999999996
max;1,0545500098566831;7,8735;-10,9484;20,7622;238,459;232,8145;13,757599999999996
