;rsv;r;r_base;r_diff;s;s_base;s_diff
count;50,0;50,0;50,0;50,0;50,0;50,0;50,0
mean;0,9833692468815345;1,0308020050125313;-13,031175999999999;7,64724116290727;185,87531328320804;181,77235800000003;-4,102955283208019
std;0,03888261284433512;6,663921092827488;2,857391367803858;4,715885007037749;29,294560824005313;31,60404174578664;6,097727177074268
min;0,8606164197195765;-10,98872180451128;-19,2327;-5,981789473684211;146,40977443609023;154,5228;-17,764546115288226
25%;0,9588252396696444;-3,418546365914787;-13,6038;6,170173621553885;162,39661654135338;156,9521;-7,79518245614036
50%;0,9799941425106656;0,4041353383458646;-12,7012;8,428173182957394;169,58333333333331;159,1405;-4,3525605263157985
75%;1,0021865580756946;4,86842105263158;-11,4539;10,030218984962406;216,53884711779446;217,210175;-0,8672077694235654
max;1,0845477655842752;15,476190476190476;-9,334;15,930372431077696;242,01629072681703;237,0729;10,54232556390977
