;rsv;r;r_base;r_diff;s;s_base;s_diff
count;100,0;100,0;100,0;100,0;100,0;100,0;100,0
mean;0,9804384646509168;-7,644539999999999;-6,1703790000000005;-1,4741609999999996;486,43104999999997;495,57227399999994;9,141223999999998
std;0,02301655040454602;3,3140784447230245;2,1154802552046204;3,1581565742140643;247,06215513270269;247,6370600142314;9,318874187380478
min;0,9249360197164845;-15,0995;-10,9857;-9,7079;199,6815;214,6848;-10,798199999999952
25%;0,9676149768828491;-9,62825;-7,216875;-3,557149999999999;211,11649999999997;218,539175;4,244825000000027
50%;0,9823051185761991;-7,52125;-5,6324;-1,1370500000000003;625,97925;630,5876;8,287800000000004
75%;0,9979820759045428;-5,4225;-5,1515;0,43742499999999973;710,84825;723,8549;13,244324999999975
max;1,0356790232633195;-1,0465;-2,377;4,6823999999999995;782,495;774,3106;35,322400000000016
